CD_ENTIDADE,NM_ENTIDADE,TP_ENTIDADE,DC_TIPO_ENTIDADE,TX_ACERTO,DC_HABILIDADE,CD_HABILIDADE,VL_FILTRO_DISCIPLINA,VL_FILTRO_ETAPA,VL_FILTRO_REDE,VL_FILTRO_AVALIACAO,DC_FILTRO_AVALIACAO,NM_REGIONAL
00002,ITAPIPOCA,02,REGIONAL,62,Identificar composições ou decomposições de números naturais.,H 02 (D010_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,100,Identificar figuras tridimensionais por meio de suas características.,H 05 (D141_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00002,ITAPIPOCA,02,REGIONAL,54,Reconhecer o sentido das relações lógico-discursivas em um texto.,H 08 (D039_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00006,SOBRAL,02,REGIONAL,54,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 03 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,67,Identificar marcas linguísticas em um texto.,H 14 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,33,Identificar figuras bidimensionais por meio de suas características.,H 14 (D140_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00002,ITAPIPOCA,02,REGIONAL,0,Utilizar porcentagem na resolução de problemas.,H 06 (D045_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00008,BATURITE,02,REGIONAL,26,Utilizar área de figuras bidimensionais na resolução de problema.,H 18 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00007,CANINDE,02,REGIONAL,51,Distinguir ideias centrais de secundárias ou tópicos e subtópicos em um dado gênero textual.,H 05 (D027_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00007,CANINDE,02,REGIONAL,72,"Identificar o dia da semana de uma data, consultando calendário.",H 11 (D216_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,68,Utilizar área de figuras bidimensionais na resolução de problema.,H 19 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00005,TIANGUA,02,REGIONAL,57,Utilizar área de figuras bidimensionais na resolução de problema.,H 14 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,90,Executar a contagem de um grupo de objetos/pessoas/animais.,H 09 (D213_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,57,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade.",H 09 (D037_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,39,Utilizar a soma das medidas dos ângulos internos de um triângulo na resolução de problemas.,H 14 (D168_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,62,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 08 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00004,CAMOCIM,02,REGIONAL,54,"Utilizar números naturais, envolvendo diferentes significados das operações de adição e subtração, na resolução de problemas.",H 05 (D031_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,41,Utilizar área de figuras bidimensionais na resolução de problema.,H 17 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,100,"Utilizar números naturais, envolvendo diferentes significados das operações de multiplicação e divisão, na resolução de problemas.",H 11 (D032_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00008,BATURITE,02,REGIONAL,-,Identificar um sistema de equações do 1º grau que expressa um problema.,H 13 (D121_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00001,MARACANAU,02,REGIONAL,39,Inferir o sentido de palavra ou expressão a partir do contexto.,H 05 (D022_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,30,"Associar a representação algébrica de uma equação linear de 1º grau, com duas incógnitas, à sua representação gráfica.",H 03 (D014_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00005,TIANGUA,02,REGIONAL,65,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 06 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,86,Interpretar textos que articulam elementos verbais e não verbais.,H 13 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00004,CAMOCIM,02,REGIONAL,77,Identificar figuras tridimensionais por meio de suas características.,H 04 (D141_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,73,Utilizar porcentagem na resolução de problemas.,H 06 (D045_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00006,SOBRAL,02,REGIONAL,54,Corresponder o horário de início e de término com o intervalo de duração de um evento ou acontecimento.,H 17 (D180_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00008,BATURITE,02,REGIONAL,50,Distinguir ideias centrais de secundárias ou tópicos e subtópicos em um dado gênero textual.,H 05 (D027_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00001,MARACANAU,02,REGIONAL,54,Reconhecer recursos estilísticos utilizados na construção de textos.,H 12 (D043_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00006,SOBRAL,02,REGIONAL,65,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 03 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,78,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 18 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00005,TIANGUA,02,REGIONAL,82,Utilizar noções de probabilidade na resolução de problema.,H 21 (D203_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00006,SOBRAL,02,REGIONAL,84,Identificar marcas linguísticas em um texto.,H 13 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,57,Utilizar as relações entre as medidas dos ângulos formados entre uma reta transversal e um feixe de retas paralelas para se obter a medida de um ângulo especificado.,H 17 (D157_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,58,Utilizar área de figuras bidimensionais na resolução de problema.,H 14 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,53,Utilizar porcentagem na resolução de problemas.,H 06 (D045_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00005,TIANGUA,02,REGIONAL,54,Inferir o sentido de palavra ou expressão a partir do contexto.,H 03 (D022_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00005,TIANGUA,02,REGIONAL,86,Reconhecer o assunto de um texto lido.,H 09 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,56,Identificar marcas linguísticas em um texto.,H 11 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,8,Corresponder diferentes representações de um número racional.,H 01 (D005_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00002,ITAPIPOCA,02,REGIONAL,34,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 20 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00008,BATURITE,02,REGIONAL,50,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 02 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00002,ITAPIPOCA,02,REGIONAL,46,Identificar marcas linguísticas em um texto.,H 10 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00005,TIANGUA,02,REGIONAL,70,Identificar números naturais segundo critérios de ordem.,H 01 (D003_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00004,CAMOCIM,02,REGIONAL,66,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 08 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,51,Utilizar equação polinomial de 1º grau na resolução de problema.,H 09 (D083_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00005,TIANGUA,02,REGIONAL,73,Reconhecer o assunto de um texto lido.,H 07 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00002,ITAPIPOCA,02,REGIONAL,27,Identificar a localização de pontos no plano cartesiano.,H 15 (D176_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,64,Executar adição ou subtração com números naturais.,H 02 (D026_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00005,TIANGUA,02,REGIONAL,30,Identificar uma relação entre conjuntos que representa uma função.,H 03 (D019_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00007,CANINDE,02,REGIONAL,44,Corresponder figuras tridimensionais às suas planificações.,H 15 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00003,ACARAU,02,REGIONAL,58,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 17 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,69,Utilizar volume/capacidade de paralelepípedos na resolução de problema.,H 22 (D189_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,49,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 17 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,53,Executar multiplicação ou divisão com números naturais.,H 06 (D027_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00004,CAMOCIM,02,REGIONAL,74,"Utilizar números naturais, envolvendo diferentes significados das operações de adição e subtração, na resolução de problemas.",H 03 (D031_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00002,ITAPIPOCA,02,REGIONAL,30,Representar um número em notação científica.,H 02 (D012_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00005,TIANGUA,02,REGIONAL,69,Inferir informações em textos.,H 06 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00006,SOBRAL,02,REGIONAL,77,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 14 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00006,SOBRAL,02,REGIONAL,44,Utilizar o princípio multiplicativo de contagem na resolução de problema.,H 07 (D047_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00003,ACARAU,02,REGIONAL,100,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 06 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00006,SOBRAL,02,REGIONAL,97,"Utilizar números naturais, envolvendo diferentes significados das operações de adição e subtração, na resolução de problemas.",H 04 (D031_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,67,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 01 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00003,ACARAU,02,REGIONAL,56,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 02 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00002,ITAPIPOCA,02,REGIONAL,35,Utilizar proporcionalidade entre duas grandezas na resolução de problema.,H 07 (D075_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,61,Identificar marcas linguísticas em um texto.,H 14 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,72,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 08 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,50,Utilizar as relações entre as medidas dos ângulos formados entre uma reta transversal e um feixe de retas paralelas para se obter a medida de um ângulo especificado.,H 13 (D157_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00007,CANINDE,02,REGIONAL,67,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 10 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,54,Associar informações apresentadas em listas e/ou tabelas simples aos gráficos que as representam e vice-versa.,H 23 (D217_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,61,Reconhecer o assunto de um texto lido.,H 11 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00003,ACARAU,02,REGIONAL,52,Inferir informações em textos.,H 05 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00004,CAMOCIM,02,REGIONAL,60,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 11 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00001,MARACANAU,02,REGIONAL,39,Reconhecer fração como representação associada a diferentes significados.,H 01 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,71,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 08 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,52,Reconhecer características do sistema de numeração decimal.,H 02 (D009_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,51,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 21 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00001,MARACANAU,02,REGIONAL,39,Identificar figuras bidimensionais por meio de suas características.,H 09 (D140_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,55,Reconhecer características do sistema de numeração decimal.,H 03 (D009_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00006,SOBRAL,02,REGIONAL,85,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,69,Resolver problema utilizando a escrita decimal de cédulas e moedas do sistema monetário brasileiro.,H 09 (D043_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00002,ITAPIPOCA,02,REGIONAL,11,"Executar cálculos entre números representados em forma de potência, com expoentes inteiros, expressando o resultado em notação científica.",H 01 (D011_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00003,ACARAU,02,REGIONAL,73,Reconhecer o assunto de um texto lido.,H 06 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,63,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 06 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,52,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 19 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,30,Identificar e registrar regularidades em sequências numéricas.,H 08 (D129_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,12,"Reconhecer figuras obtidas por composições de transformações geométricas (translação, reflexão e rotação).",H 04 (D017_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00005,TIANGUA,02,REGIONAL,57,Reconhecer o efeito de sentido decorrente da exploração de recursos morfossintáticos.,H 16 (D054_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,74,Reconhecer uma equação polinomial de 1º grau que expressa uma situação problema descrita textualmente.,H 11 (D078_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,36,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 17 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,70,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 06 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,58,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 01 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00002,ITAPIPOCA,02,REGIONAL,50,Inferir informações em textos.,H 10 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00002,ITAPIPOCA,02,REGIONAL,33,Utilizar equação polinomial de 1º grau na resolução de problema.,H 13 (D083_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,33,Calcular o valor numérico de uma expressão algébrica.,H 12 (D120_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00007,CANINDE,02,REGIONAL,88,Executar a contagem de um grupo de objetos/pessoas/animais.,H 09 (D213_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,64,Localizar informação explícita.,H 09 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,50,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 21 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00006,SOBRAL,02,REGIONAL,49,"Executar cálculos entre números representados em forma de potência, com expoentes inteiros, expressando o resultado em notação científica.",H 01 (D011_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00007,CANINDE,02,REGIONAL,24,Identificar um sistema de equações do 1º grau que expressa um problema.,H 13 (D121_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00001,MARACANAU,02,REGIONAL,25,Reconhecer o sentido das relações lógico-discursivas em um texto.,H 10 (D039_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00008,BATURITE,02,REGIONAL,59,Localizar informação explícita.,H 03 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
